,address,city,state,postal_code,price,facts and features,real estate provider,url,title
0,,Elizabethtown,PA,17022,,"3 bds, 2.0 ba ,1856 sqft",,https://www.zillow.com/homedetails/436-Mount-Gretna-Rd-Elizabethtown-PA-17022/9774626_zpid/,Pre-foreclosure / Auction
1,,Elizabethtown,PA,17022,,"2 bds, 1.0 ba ,1050 sqft",Auction.com,https://www.zillow.com/homedetails/700-S-Locust-St-Elizabethtown-PA-17022/9708246_zpid/,Auction
2,,Elizabethtown,PA,17022,,"3 bds, 2.0 ba ,1788 sqft",Auction.com,https://www.zillow.com/homedetails/724-S-Market-St-Elizabethtown-PA-17022/9708219_zpid/,Auction
3,,Elizabethtown,PA,17022,,"3 bds, 2.0 ba ,1560 sqft",,https://www.zillow.com/homedetails/1608-Turnpike-Rd-Elizabethtown-PA-17022/9696685_zpid/,Pre-foreclosure / Auction
4,,Elizabethtown,PA,17022,"$24,000 ","2 bds, 2.0 ba ,1124 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/76-Lakeview-Dr-Elizabethtown-PA-17022/2080108020_zpid/,Home for sale
5,,Elizabethtown,PA,17022,"$39,000 ","4 bds, 2.0 ba ,1132 sqft",Realty ONE Group Unlimited,https://www.zillow.com/homedetails/1-Charles-Ave-Elizabethtown-PA-17022/86434931_zpid/,House for sale
6,,Elizabethtown,PA,17022,"$40,000 ","None bds, None ba ,None sqft",RE/MAX Realty Select,https://www.zillow.com/homedetails/935-Thistle-Rd-Elizabethtown-PA-17022/151829849_zpid/,Lot / Land for sale
7,,Elizabethtown,PA,17022,"$45,000 ","3 bds, 2.0 ba ,1568 sqft","Howard Hanna - Lancaster, PA",https://www.zillow.com/homedetails/31A-Oak-Knoll-Dr-Elizabethtown-PA-17022/2078265812_zpid/,House for sale
8,,Elizabethtown,PA,17022,"$60,000 ","None bds, None ba ,None sqft",John Smith Real Estate Group,https://www.zillow.com/homedetails/6-Ridgeview-Rd-S-Elizabethtown-PA-17022/2080088926_zpid/,Lot / Land for sale
9,,Elizabethtown,PA,17022,"$68,900 ","3 bds, 2.0 ba ,906 sqft","ABC Home Realty, LLC",https://www.zillow.com/homedetails/59-Charles-Ave-Elizabethtown-PA-17022/2078894348_zpid/,New construction
10,,Elizabethtown,PA,17022,"$73,500 ","3 bds, 2.0 ba ,980 sqft","ABC Home Realty, LLC",https://www.zillow.com/homedetails/61-Charles-St-Elizabethtown-PA-17022/2078895105_zpid/,New construction
11,,Elizabethtown,PA,17022,"$75,900 ","3 bds, 2.0 ba ,1013 sqft","ABC Home Realty, LLC",https://www.zillow.com/homedetails/56-Charles-Ave-Elizabethtown-PA-17022/2078893152_zpid/,New construction
12,,Elizabethtown,PA,17022,"$78,700 ","None bds, None ba ,None sqft",Kingsway Realty,https://www.zillow.com/homedetails/0-Stonemill-Dr-Elizabethtown-PA-17022/2081386980_zpid/,Lot / Land for sale
13,,Elizabethtown,PA,17022,"$79,900 ","None bds, None ba ,None sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/0-Ridge-Rd-Elizabethtown-PA-17022/2084157221_zpid/,Lot / Land for sale
14,,Elizabethtown,PA,17022,"$84,900 ","None bds, None ba ,None sqft",Iron Valley Real Estate,https://www.zillow.com/homedetails/10-Evelyn-Dr-LOT-6-Elizabethtown-PA-17022/2078380176_zpid/,Lot / Land for sale
15,,Elizabethtown,PA,17022,"$89,900 ","1 bds, 1.0 ba ,200 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/867-Schwanger-Rd-Elizabethtown-PA-17022/245320454_zpid/,House for sale
16,,Elizabethtown,PA,17022,"$94,900 ","None bds, None ba ,None sqft",Iron Valley Real Estate,https://www.zillow.com/homedetails/16-Evelyn-Dr-Elizabethtown-PA-17022/2080832837_zpid/,Lot / Land for sale
17,,Elizabethtown,PA,17022,"$95,000 ","3 bds, 1.0 ba ,1260 sqft",John H. Walak Real Estate,https://www.zillow.com/homedetails/130-S-Poplar-St-Elizabethtown-PA-17022/9706505_zpid/,Apartment for sale
18,,Elizabethtown,PA,17022,"$109,900 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/927-Spring-Rd-Elizabethtown-PA-17022/104372380_zpid/,Lot / Land for sale
19,,Elizabethtown,PA,17022,"$119,900 ","3 bds, 2.0 ba ,1162 sqft",Life Changes Realty Group,https://www.zillow.com/homedetails/33-W-Willow-St-Elizabethtown-PA-17022/9707362_zpid/,Apartment for sale
20,,Elizabethtown,PA,17022,,"2 bds, 1.0 ba ,1080 sqft",,https://www.zillow.com/homedetails/3333-Roundtop-Rd-Elizabethtown-PA-17022/86435736_zpid/,Pre-foreclosure / Auction
21,,Elizabethtown,PA,17022,,"3 bds, 2.0 ba ,1287 sqft",,https://www.zillow.com/homedetails/252-N-Market-St-Elizabethtown-PA-17022/9692945_zpid/,Pre-foreclosure / Auction
22,,Elizabethtown,PA,17022,"$155,000 ","2 bds, 3.0 ba ,2233 sqft",Howard Hanna - Colonial Park,https://www.zillow.com/homedetails/40-W-High-St-201-Elizabethtown-PA-17022/2078417442_zpid/,House for sale
23,,Elizabethtown,PA,17022,"$155,900 ","0 bds, None ba ,None sqft",Coldwell Banker Residential Brokerage-Carlisle,https://www.zillow.com/homedetails/Lot-18-Creekside-Elizabethtown-PA-17022/2086991782_zpid/,Lot / Land for sale
24,,Elizabethtown,PA,17022,"$155,900 ","0 bds, None ba ,None sqft",Coldwell Banker Residential Brokerage-Carlisle,https://www.zillow.com/homedetails/Lot-30-Creekside-Elizabethtown-PA-17022/2087012409_zpid/,Lot / Land for sale
25,,Elizabethtown,PA,17022,"$175,000 ","3 bds, 2.0 ba ,2004 sqft",Howard Hanna Company-Paxtang,https://www.zillow.com/homedetails/7882-Elizabethtown-Rd-Elizabethtown-PA-17022/9775228_zpid/,House for sale
26,,Elizabethtown,PA,17022,,"3 bds, 1.0 ba ,1131 sqft",,https://www.zillow.com/homedetails/112-Colebrook-Rd-Elizabethtown-PA-17022/9697568_zpid/,Pre-foreclosure / Auction
27,,Elizabethtown,PA,17022,"$184,671 ","3 bds, 2.0 ba ,2157 sqft",Coldwell Banker Residential Brokerage-Lancaster,https://www.zillow.com/homedetails/43-E-Park-St-Elizabethtown-PA-17022/9707263_zpid/,House for sale
28,,Elizabethtown,PA,17022,"$199,900 ","3 bds, 3.0 ba ,1390 sqft",Gateway Realty Inc.,https://www.zillow.com/homedetails/481-Indian-Rock-Cir-Elizabethtown-PA-17022/61209508_zpid/,House for sale
29,,Elizabethtown,PA,17022,"$200,000 ","0 bds, None ba ,1320 sqft",Bennett Williams Inc.,https://www.zillow.com/homedetails/106-E-Washington-St-Elizabethtown-PA-17022/9707315_zpid/,Apartment for sale
30,,Elizabethtown,PA,17022,,"3 bds, 1.0 ba ,1066 sqft",,https://www.zillow.com/homedetails/2320-Turnpike-Rd-Elizabethtown-PA-17022/9693261_zpid/,Pre-foreclosure / Auction
31,,Elizabethtown,PA,17022,,"3 bds, 2.0 ba ,1014 sqft",,https://www.zillow.com/homedetails/237-N-Poplar-St-Elizabethtown-PA-17022/9707377_zpid/,Pre-foreclosure / Auction
32,,Elizabethtown,PA,17022,"$224,900 ","3 bds, 3.0 ba ,1596 sqft",Coldwell Banker Residential Brokerage-Lancaster,https://www.zillow.com/homedetails/1513-Hickory-Run-Ct-Elizabethtown-PA-17022/54237786_zpid/,House for sale
33,,Rheems,PA,17570,"$229,900 ","3 bds, 3.0 ba ,2288 sqft","Howard Hanna - Lancaster, PA",https://www.zillow.com/homedetails/Ersa-Dr-LOT-1-Rheems-PA-17570/2084137084_zpid/,New construction
34,,Elizabethtown,PA,17022,"$240,000 ","0 bds, None ba ,1984 sqft",Bennett Williams Inc.,https://www.zillow.com/homedetails/111-111113-Heisey-Ave-Elizabethtown-PA-17022/2078382794_zpid/,Apartment for sale
35,,Elizabethtown,PA,17022,"$255,000 ","None bds, None ba ,None sqft","Joy Daniels Real Estate Group, Ltd",https://www.zillow.com/homedetails/2455-Steinruck-Rd-L10-Elizabethtown-PA-17022/303859930_zpid/,Lot / Land for sale
36,,Elizabethtown,PA,17022,"$262,900 ","3 bds, 3.0 ba ,1926 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/183-Randolph-Dr-72-Elizabethtown-PA-17022/2078673557_zpid/,New construction
37,,Elizabethtown,PA,17022,"$262,900 ","3 bds, 3.0 ba ,1926 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/191-Randolph-Dr-70-Elizabethtown-PA-17022/2078672118_zpid/,New construction
38,,Elizabethtown,PA,17022,"$269,900 ","3 bds, 3.0 ba ,2111 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/456-E-Park-St-Elizabethtown-PA-17022/9708153_zpid/,House for sale
39,,Elizabethtown,PA,17022,,"4 bds, 2.5 ba ,1682 sqft",,https://www.zillow.com/homedetails/1795-Campus-Rd-Elizabethtown-PA-17022/104376277_zpid/,Pre-foreclosure / Auction
40,,Akron,PA,17501,"$244,900 ","4 bds, 2.0 ba ,1848 sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/11-E-End-Ave-Akron-PA-17501/9679718_zpid/,House for sale
41,,Akron,PA,17501,"$374,900 ","0 bds, None ba ,4868 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/17-N-9th-St-Akron-PA-17501/9679336_zpid/,Apartment for sale
42,,Akron,PA,17501,"$235,000 ","3 bds, 2.0 ba ,1400 sqft",,https://www.zillow.com/homedetails/911-Eshelman-Dr-Akron-PA-17501/9679926_zpid/,For sale by owner
43,,Akron,PA,17501,"$374,900 ","0 bds, None ba ,4868 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/1-N-9th-St-Akron-PA-17501/2078654328_zpid/,House for sale
44,,Akron,PA,17501,"$159,900 ","0 bds, None ba ,1912 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/9-N-9th-St-Akron-PA-17501/9679333_zpid/,Apartment for sale
45,,Akron,PA,17501,,"3 bds, 2.0 ba ,1500 sqft",,https://www.zillow.com/homedetails/33-Crestview-Dr-Akron-PA-17501/9679029_zpid/,Pre-foreclosure / Auction
46,,Akron,PA,17501,,"3 bds, 1.0 ba ,1200 sqft",,https://www.zillow.com/homedetails/923-Oak-St-Akron-PA-17501/9679921_zpid/,Pre-foreclosure / Auction
47,,Akron,PA,17501,"$89,900 ","None bds, None ba ,None sqft",Kingsway Realty,https://www.zillow.com/homedetails/Lauber-Rd-LOT-Akron-PA-17501/2079508126_zpid/,Lot / Land for sale
48,,Akron,PA,17501,"$209,900 ","4 bds, 2.0 ba ,1095 sqft",Kingsway Realty,https://www.zillow.com/homedetails/109-S-7th-St-Akron-PA-17501/9679635_zpid/,House for sale
49,,Akron,PA,17501,"$269,900 ","3 bds, 3.0 ba ,1635 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/125-N-11th-St-Akron-PA-17501/104380111_zpid/,House for sale
50,,Akron,PA,17501,"$150,000 ","None bds, None ba ,None sqft",Iron Valley Real Estate of Lancaster,https://www.zillow.com/homedetails/3190-Rothsville-Rd-Akron-PA-17501/104389912_zpid/,Lot / Land for sale
51,,Akron,PA,17501,,"3 bds, 1.5 ba ,1186 sqft",,https://www.zillow.com/homedetails/3-N-Conestoga-View-Dr-Akron-PA-17501/9701872_zpid/,Pre-foreclosure / Auction
52,,Akron,PA,17501,,"2 bds, 1.0 ba ,1182 sqft",,https://www.zillow.com/homedetails/323-Main-St-Akron-PA-17501/9679165_zpid/,Pre-foreclosure / Auction
53,,Bainbridge,PA,17502,"$799,900 ","4 bds, 6.0 ba ,6050 sqft",Lusk & Associates Sotheby's International Realty,https://www.zillow.com/homedetails/231-N-Front-St-Bainbridge-PA-17502/54222609_zpid/,House for sale
54,,Bainbridge,PA,17502,"$247,000 ","3 bds, 2.0 ba ,1684 sqft",Realty ONE Group Unlimited,https://www.zillow.com/homedetails/263-S-2nd-St-Bainbridge-PA-17502/9689750_zpid/,House for sale
55,,Bainbridge,PA,17502,"$206,900 ","3 bds, 3.0 ba ,1450 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/247-Walnut-St-LOT-3-Bainbridge-PA-17502/2078836289_zpid/,New construction
56,,Bainbridge,PA,17502,"$299,900 ","0 bds, None ba ,2782 sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/121-Race-St-Bainbridge-PA-17502/9692926_zpid/,Apartment for sale
57,,Bainbridge,PA,17502,"$206,900 ","3 bds, 3.0 ba ,1450 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/251-Walnut-St-LOT-2-Bainbridge-PA-17502/2078836067_zpid/,New construction
58,,Bainbridge,PA,17502,,"2 bds, 1.0 ba ,1056 sqft",Auction.com,https://www.zillow.com/homedetails/737-Stackstown-Rd-Bainbridge-PA-17502/9693129_zpid/,Auction
59,,Bainbridge,PA,17502,"$250,000 ","4 bds, 3.0 ba ,2592 sqft","Weichert, Realtors- Welcome Home",https://www.zillow.com/homedetails/115-Risser-Rd-Bainbridge-PA-17502/9693083_zpid/,House for sale
60,,Bainbridge,PA,17502,"$125,000 ","2 bds, 1.0 ba ,1087 sqft",Younger Realty Group,https://www.zillow.com/homedetails/1208-Sagerville-Rd-Bainbridge-PA-17502/9696183_zpid/,Coming soon
61,,Bainbridge,PA,17502,,"None bds, None ba ,None sqft",Hudson & Marshall,https://www.zillow.com/homedetails/252-Market-St-Bainbridge-PA-17502/2079367890_zpid/,Auction
62,,Bainbridge,PA,17502,,"3 bds, 1.0 ba ,1020 sqft",,https://www.zillow.com/homedetails/125-Market-St-Bainbridge-PA-17502/9692976_zpid/,Pre-foreclosure / Auction
63,,Bird In Hand,PA,17505,,"4 bds, 2.5 ba ,2027 sqft",,https://www.zillow.com/homedetails/323-Enterprise-Dr-Bird-In-Hand-PA-17505/67576687_zpid/,Pre-foreclosure / Auction
64,,Lancaster,PA,17505,"$399,900 ","4 bds, 3.0 ba ,None sqft",Coldwell Banker Residential Brokerage-Lancaster,https://www.zillow.com/homedetails/114-Fairhill-Dr-Lancaster-PA-17505/296642034_zpid/,New construction
65,,Bird In Hand,PA,17505,"$500,000 ","None bds, None ba ,None sqft",U.S. Commercial Realty,https://www.zillow.com/homedetails/2810-Old-Philadelphia-Pike-Bird-In-Hand-PA-17505/2086769332_zpid/,Lot / Land for sale
66,,Brownstown,PA,17508,"$424,900 ","5 bds, 4.0 ba ,4136 sqft",RE/MAX Patriots,https://www.zillow.com/homedetails/40-Rosewood-Dr-Brownstown-PA-17508/2112496261_zpid/,House for sale
67,,Brownstown,PA,17508,"$228,000 ","3 bds, 3.0 ba ,1632 sqft",Keller Williams Main Line,https://www.zillow.com/homedetails/28-E-Main-St-Brownstown-PA-17508/9702151_zpid/,House for sale
68,,Christiana,PA,17509,,"3 bds, None ba ,1747 sqft",Auction.com,https://www.zillow.com/homedetails/40-Ann-St-Christiana-PA-17509/54219816_zpid/,Auction
69,,Christiana,PA,17509,,"4 bds, 2.0 ba ,3553 sqft",,https://www.zillow.com/homedetails/134-Jackson-Rd-Christiana-PA-17509/54246238_zpid/,Pre-foreclosure / Auction
70,,Christiana,PA,17509,,"3 bds, 2.0 ba ,1188 sqft",Auction.com,https://www.zillow.com/homedetails/119-Upper-Valley-Rd-Christiana-PA-17509/54245777_zpid/,Auction
71,,Christiana,PA,17509,"$60,000 ","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/9-Dorinda-Dr-Christiana-PA-17509/104369758_zpid/,Lot / Land for sale
72,,Christiana,PA,17509,"$60,000 ","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/32-Newport-Ave-Christiana-PA-17509/104383378_zpid/,Lot / Land for sale
73,,Christiana,PA,17509,"$62,000 ","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/11-Dorinda-Dr-Christiana-PA-17509/104365572_zpid/,Lot / Land for sale
74,,Christiana,PA,17509,"$80,000 ","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/230-Harrison-Ave-Christiana-PA-17509/104370633_zpid/,Lot / Land for sale
75,,Christiana,PA,17509,"$99,000 ","None bds, None ba ,None sqft",Kingsway Realty,https://www.zillow.com/homedetails/531-Bell-Rd-Christiana-PA-17509/2083981937_zpid/,Lot / Land for sale
76,,Christiana,PA,17509,"$121,800 ","3 bds, 1.0 ba ,2166 sqft",Kingsway Realty,https://www.zillow.com/homedetails/61-W-Slokom-Ave-Christiana-PA-17509/9682954_zpid/,Apartment for sale
77,,Christiana,PA,17509,,"3 bds, 1.0 ba ,1008 sqft",,https://www.zillow.com/homedetails/117-Upper-Valley-Rd-Christiana-PA-17509/54245841_zpid/,Pre-foreclosure / Auction
78,,Christiana,PA,17509,"$139,900 ","3 bds, 2.0 ba ,1552 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/20-W-Slokom-Ave-Christiana-PA-17509/54219825_zpid/,Townhouse for sale
79,,Christiana,PA,17509,,"3 bds, 1.0 ba ,760 sqft",,https://www.zillow.com/homedetails/410-Newport-Ave-Christiana-PA-17509/54245703_zpid/,Pre-foreclosure / Auction
80,,Christiana,PA,17509,"$185,000 ","2 bds, 1.0 ba ,1104 sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/29-Newport-Ave-Christiana-PA-17509/9683079_zpid/,House for sale
81,,Christiana,PA,17509,"$227,500 ","3 bds, 3.0 ba ,1606 sqft",Realty Professional Group LLC,https://www.zillow.com/homedetails/15-Jasper-Ln-Christiana-PA-17509/118334591_zpid/,Apartment for sale
82,,Christiana,PA,17509,,"3 bds, 3.0 ba ,1512 sqft",,https://www.zillow.com/homedetails/892-Noble-Rd-Christiana-PA-17509/9680409_zpid/,Pre-foreclosure / Auction
83,,Christiana,PA,17509,"$121,800 ","3 bds, 1.0 ba ,2166 sqft",Kingsway Realty,https://www.zillow.com/homedetails/61-W-Slokom-Ave-Christiana-PA-17509/9682954_zpid/,Apartment for sale
84,,Christiana,PA,17509,"$139,900 ","3 bds, 2.0 ba ,1552 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/20-W-Slokom-Ave-Christiana-PA-17509/54219825_zpid/,Townhouse for sale
85,,Christiana,PA,17509,,"3 bds, 2.0 ba ,1188 sqft",Auction.com,https://www.zillow.com/homedetails/119-Upper-Valley-Rd-Christiana-PA-17509/54245777_zpid/,Auction
86,,Christiana,PA,17509,,"3 bds, 1.0 ba ,1008 sqft",,https://www.zillow.com/homedetails/117-Upper-Valley-Rd-Christiana-PA-17509/54245841_zpid/,Pre-foreclosure / Auction
87,,Christiana,PA,17509,,"3 bds, None ba ,1747 sqft",Auction.com,https://www.zillow.com/homedetails/40-Ann-St-Christiana-PA-17509/54219816_zpid/,Auction
88,,Christiana,PA,17509,"$60,000 ","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/32-Newport-Ave-Christiana-PA-17509/104383378_zpid/,Lot / Land for sale
89,,Christiana,PA,17509,"$60,000 ","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/9-Dorinda-Dr-Christiana-PA-17509/104369758_zpid/,Lot / Land for sale
90,,Christiana,PA,17509,"$80,000 ","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/230-Harrison-Ave-Christiana-PA-17509/104370633_zpid/,Lot / Land for sale
91,,Christiana,PA,17509,"$62,000 ","None bds, None ba ,None sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/11-Dorinda-Dr-Christiana-PA-17509/104365572_zpid/,Lot / Land for sale
92,,Christiana,PA,17509,"$185,000 ","2 bds, 1.0 ba ,1104 sqft",Beiler-Campbell Realtors-Kennett Square,https://www.zillow.com/homedetails/29-Newport-Ave-Christiana-PA-17509/9683079_zpid/,House for sale
93,,Christiana,PA,17509,,"3 bds, 3.0 ba ,1512 sqft",,https://www.zillow.com/homedetails/892-Noble-Rd-Christiana-PA-17509/9680409_zpid/,Pre-foreclosure / Auction
94,,Christiana,PA,17509,,"4 bds, 2.0 ba ,3553 sqft",,https://www.zillow.com/homedetails/134-Jackson-Rd-Christiana-PA-17509/54246238_zpid/,Pre-foreclosure / Auction
95,,Christiana,PA,17509,"$227,500 ","3 bds, 3.0 ba ,1606 sqft",Realty Professional Group LLC,https://www.zillow.com/homedetails/15-Jasper-Ln-Christiana-PA-17509/118334591_zpid/,Apartment for sale
96,,Christiana,PA,17509,,"3 bds, 1.0 ba ,760 sqft",,https://www.zillow.com/homedetails/410-Newport-Ave-Christiana-PA-17509/54245703_zpid/,Pre-foreclosure / Auction
97,,Christiana,PA,17509,"$99,000 ","None bds, None ba ,None sqft",Kingsway Realty,https://www.zillow.com/homedetails/531-Bell-Rd-Christiana-PA-17509/2083981937_zpid/,Lot / Land for sale
98,,Columbia,PA,17512,"$30,000 ","1 bds, 1.0 ba ,540 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/1440-Water-St-Columbia-PA-17512/9764186_zpid/,House for sale
99,,Columbia,PA,17512,"$189,900 ","0 bds, None ba ,2656 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/401-Walnut-St-Columbia-PA-17512/9690773_zpid/,Apartment for sale
100,,Columbia,PA,17512,"$279,000 ","4 bds, 3.0 ba ,2496 sqft",Realty Five Hundred,https://www.zillow.com/homedetails/3881-Sterling-Way-Columbia-PA-17512/9723564_zpid/,House for sale
101,,Columbia,PA,17512,"$102,500 ","4 bds, 1.0 ba ,1392 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/940-Barber-St-Columbia-PA-17512/9691381_zpid/,House for sale
102,,Columbia,PA,17512,"$75,000 ","3 bds, 1.0 ba ,800 sqft",,https://www.zillow.com/homedetails/640-Fairview-Ave-Columbia-PA-17512/9691836_zpid/,For sale by owner
103,,Columbia,PA,17512,"$369,900 ","4 bds, 3.0 ba ,2644 sqft",Weichert Realtors,https://www.zillow.com/homedetails/3929-Greystone-Dr-Columbia-PA-17512/249065357_zpid/,House for sale
104,,Columbia,PA,17512,"$140,000 ","None bds, None ba ,None sqft",,https://www.zillow.com/homedetails/750-Florence-St-Columbia-PA-17512/2078391235_zpid/,For sale by owner
105,,Columbia,PA,17512,,"6 bds, 4.0 ba ,2912 sqft",,https://www.zillow.com/homedetails/2712-Burma-Rd-Columbia-PA-17512/54228287_zpid/,Pre-foreclosure / Auction
106,,Columbia,PA,17512,,"3 bds, 1.5 ba ,1332 sqft",,https://www.zillow.com/homedetails/428-Manor-St-Columbia-PA-17512/9691787_zpid/,Pre-foreclosure / Auction
107,,Columbia,PA,17512,"$310,000 ","0 bds, None ba ,3842 sqft",Signature Property Professionals LLC,https://www.zillow.com/homedetails/203-Walnut-St-Columbia-PA-17512/9689814_zpid/,Apartment for sale
108,,Columbia,PA,17512,"$295,000 ","None bds, None ba ,None sqft",Bennett Williams Realty Inc,https://www.zillow.com/homedetails/750-N-3rd-St-Columbia-PA-17512/104370695_zpid/,Lot / Land for sale
109,,Columbia,PA,17512,,"0 bds, None ba ,2074 sqft",,https://www.zillow.com/homedetails/1300-Locust-St-Columbia-PA-17512/9690610_zpid/,Pre-foreclosure / Auction
110,,Columbia,PA,17512,"$199,900 ","4 bds, 2.0 ba ,2190 sqft","Chuck Thompson, Realtor",https://www.zillow.com/homedetails/311-Chestnut-St-Columbia-PA-17512/9689714_zpid/,House for sale
111,,Columbia,PA,17512,,"3 bds, 1.0 ba ,557 sqft",,https://www.zillow.com/homedetails/841-Lancaster-Ave-Columbia-PA-17512/9691012_zpid/,Pre-foreclosure / Auction
112,,Columbia,PA,17512,"$89,900 ","6 bds, 3.0 ba ,2698 sqft",Iron Valley Real Estate of Lancaster,https://www.zillow.com/homedetails/154-Lancaster-Ave-Columbia-PA-17512/9691181_zpid/,Apartment for sale
113,,Columbia,PA,17512,"$255,900 ","3 bds, 2.0 ba ,1194 sqft",,https://www.zillow.com/homedetails/516-Vista-Rd-Columbia-PA-17512/9724123_zpid/,For sale by owner
114,,Columbia,PA,17512,"$49,900 ","2 bds, 1.0 ba ,784 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/4658-Marietta-Ave-Columbia-PA-17512/249067382_zpid/,Home for sale
115,,Columbia,PA,17512,"$769,900 ","5 bds, 5.0 ba ,4263 sqft",Lusk & Associates Sotheby's International Realty,https://www.zillow.com/homedetails/4596-Airy-View-Dr-Columbia-PA-17512/9721505_zpid/,House for sale
116,,Columbia,PA,17512,"$179,900 ","4 bds, 3.0 ba ,1852 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/208-Perry-St-Columbia-PA-17512/9691515_zpid/,House for sale
117,,Columbia,PA,17512,"$178,000 ","3 bds, 1.0 ba ,1150 sqft",Iron Valley Real Estate of Lancaster,https://www.zillow.com/homedetails/409-Poplar-St-Columbia-PA-17512/9689583_zpid/,House for sale
118,,Columbia,PA,17512,"$144,900 ","3 bds, 2.0 ba ,1294 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/109-S-9th-St-Columbia-PA-17512/9690240_zpid/,House for sale
119,,Columbia,PA,17512,"$139,500 ","4 bds, 1.0 ba ,1575 sqft",Kingsway Realty,https://www.zillow.com/homedetails/255-N-2nd-St-Columbia-PA-17512/54221905_zpid/,House for sale
120,,Columbia,PA,17512,,"3 bds, 1.0 ba ,1064 sqft",Auction.com,https://www.zillow.com/homedetails/636-Fairview-Ave-Columbia-PA-17512/9691833_zpid/,Auction
121,,Columbia,PA,17512,"$108,500 ","2 bds, 2.0 ba ,1056 sqft",Donegal Real Estate,https://www.zillow.com/homedetails/4664-Marietta-Ave-Columbia-PA-17512/2083231178_zpid/,Home for sale
122,,Columbia,PA,17512,,"3 bds, None ba ,1600 sqft",Hudson & Marshall,https://www.zillow.com/homedetails/532-N-3rd-St-Columbia-PA-17512/9689629_zpid/,Auction
123,,Columbia,PA,17512,,"3 bds, 1.0 ba ,1374 sqft",,https://www.zillow.com/homedetails/152-S-8th-St-Columbia-PA-17512/54221511_zpid/,Pre-foreclosure / Auction
124,,Columbia,PA,17512,,"3 bds, 1.0 ba ,1608 sqft",,https://www.zillow.com/homedetails/232-Perry-St-Columbia-PA-17512/9691505_zpid/,Pre-foreclosure / Auction
125,,Columbia,PA,17512,"$675,000 ","4 bds, 5.0 ba ,4616 sqft",Lusk & Associates Sotheby's International Realty,https://www.zillow.com/homedetails/1460-Water-St-Columbia-PA-17512/2079442779_zpid/,House for sale
126,,Columbia,PA,17512,,"3 bds, 1.0 ba ,1677 sqft",Auction.com,https://www.zillow.com/homedetails/52-S-8th-St-Columbia-PA-17512/54221470_zpid/,Auction
127,,Columbia,PA,17512,"$89,900 ","3 bds, 1.0 ba ,1035 sqft","Weichert, Realtors- Welcome Home",https://www.zillow.com/homedetails/223-Lawrence-St-Columbia-PA-17512/9691514_zpid/,House for sale
128,,Columbia,PA,17512,,"2 bds, 2.0 ba ,1064 sqft",,https://www.zillow.com/homedetails/1760-Quarry-Dr-Columbia-PA-17512/9724485_zpid/,Pre-foreclosure / Auction
129,,Columbia,PA,17512,"$178,900 ","3 bds, 1.0 ba ,1830 sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/210-Malt-Ave-Columbia-PA-17512/92414708_zpid/,House for sale
