,address,city,state,postal_code,price,facts and features,real estate provider,url,title
244,,East Petersburg,PA,17520,"$306,400 ","2 bds, 2.0 ba ,1627 sqft",Traditions Realty,https://www.zillow.com/homedetails/226-Republic-Ter-East-Petersburg-PA-17520/2080939540_zpid/,New construction
245,,East Petersburg,PA,17520,"$316,900 ","2 bds, 2.0 ba ,1536 sqft",Traditions Realty,https://www.zillow.com/homedetails/105-Founders-Way-East-Petersburg-PA-17520/2080939541_zpid/,New construction
246,,East Petersburg,PA,17520,"$352,900 ","2 bds, 2.0 ba ,1927 sqft",Traditions Realty,https://www.zillow.com/homedetails/6-Founders-Way-East-Petersburg-PA-17520/2080939544_zpid/,New construction
247,,East Petersburg,PA,17520,"$361,400 ","2 bds, 2.0 ba ,2324 sqft",Traditions Realty,https://www.zillow.com/homedetails/108-Founders-Way-East-Petersburg-PA-17520/2080939547_zpid/,New construction
248,,East Petersburg,PA,17520,"$358,400 ","2 bds, 2.0 ba ,2083 sqft",Traditions Realty,https://www.zillow.com/homedetails/113-Founders-Way-East-Petersburg-PA-17520/2080939551_zpid/,New construction
249,,East Petersburg,PA,17520,"$332,900 ","2 bds, 2.0 ba ,1798 sqft",Traditions Realty,https://www.zillow.com/homedetails/114-Founders-Way-East-Petersburg-PA-17520/2080939561_zpid/,New construction
250,,East Petersburg,PA,17520,,"3 bds, 2.5 ba ,1368 sqft",,https://www.zillow.com/homedetails/2272-Hershey-Ave-East-Petersburg-PA-17520/9703362_zpid/,Pre-foreclosure / Auction
251,,East Petersburg,PA,17520,"$130,000 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Morning-Thistle-Ct-LOT-31-East-Petersburg-PA-17520/2081963199_zpid/,Lot / Land for sale
252,,East Petersburg,PA,17520,"$549,500 ","4 bds, 4.0 ba ,2858 sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Wild-Lilac-Dr-LOT-5-East-Petersburg-PA-17520/2082162103_zpid/,New construction
253,,East Petersburg,PA,17520,"$117,500 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Oxtail-Cir-LOT-51-East-Petersburg-PA-17520/2083908062_zpid/,Lot / Land for sale
254,,East Petersburg,PA,17520,"$127,500 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Oxtail-Cir-LOT-50-East-Petersburg-PA-17520/2083908064_zpid/,Lot / Land for sale
255,,East Petersburg,PA,17520,"$119,000 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Morning-Thistle-Ct-LOT-35-East-Petersburg-PA-17520/2083908098_zpid/,Lot / Land for sale
256,,East Petersburg,PA,17520,"$115,000 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Morning-Thistle-Ct-LOT-37-East-Petersburg-PA-17520/2083908097_zpid/,Lot / Land for sale
257,,East Petersburg,PA,17520,"$589,000 ","3 bds, 3.0 ba ,2601 sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Crowfoot-Ln-LOT-41-East-Petersburg-PA-17520/2083908089_zpid/,New construction
258,,East Petersburg,PA,17520,"$122,500 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Crowfoot-Ln-LOT-43-East-Petersburg-PA-17520/2083908090_zpid/,Lot / Land for sale
259,,East Petersburg,PA,17520,"$120,000 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Crowfoot-Ln-LOT-44-East-Petersburg-PA-17520/2083908091_zpid/,Lot / Land for sale
260,,East Petersburg,PA,17520,"$117,500 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Crow-Foot-Ln-LOT-40-East-Petersburg-PA-17520/2083908092_zpid/,Lot / Land for sale
261,,East Petersburg,PA,17520,"$116,500 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Morning-Thistle-Ct-LOT-39-East-Petersburg-PA-17520/2083908096_zpid/,Lot / Land for sale
262,,East Petersburg,PA,17520,"$115,000 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Crowfoot-Ln-LOT-45-East-Petersburg-PA-17520/2083908093_zpid/,Lot / Land for sale
263,,East Petersburg,PA,17520,"$115,000 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Morning-Thistle-Ct-LOT-36-East-Petersburg-PA-17520/2083908095_zpid/,Lot / Land for sale
264,,East Petersburg,PA,17520,"$122,500 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Crowfoot-Ln-LOT-42-East-Petersburg-PA-17520/2083908094_zpid/,Lot / Land for sale
265,,East Petersburg,PA,17520,"$122,500 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Morning-Thistle-Ct-LOT-34-East-Petersburg-PA-17520/2083908139_zpid/,Lot / Land for sale
266,,East Petersburg,PA,17520,"$115,000 ","None bds, None ba ,None sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/Morning-Thistle-Ct-LOT-28-East-Petersburg-PA-17520/2083908848_zpid/,Lot / Land for sale
267,,Ephrata,PA,17522,"$179,500 ","4 bds, 2.0 ba ,1152 sqft",Kingsway Realty,https://www.zillow.com/homedetails/101-Niss-Ave-Ephrata-PA-17522/9709204_zpid/,House for sale
268,,Ephrata,PA,17522,"$285,000 ","3 bds, 3.0 ba ,1656 sqft",Focus Realty LLC,https://www.zillow.com/homedetails/106-Bloomfield-Dr-Ephrata-PA-17522/71987442_zpid/,House for sale
269,,Ephrata,PA,17522,"$100,000 ","3 bds, 2.0 ba ,1135 sqft",H.K. Keller,https://www.zillow.com/homedetails/219-Penn-Ave-Ephrata-PA-17522/9710264_zpid/,Auction
270,,Ephrata,PA,17522,"$27,500 ","3 bds, 2.0 ba ,1344 sqft",Bennett Williams Inc.,https://www.zillow.com/homedetails/2002-W-Main-St-TRAILER-1-Ephrata-PA-17522/2078379897_zpid/,Home for sale
271,,Ephrata,PA,17522,"$197,500 ","2 bds, 3.0 ba ,1980 sqft",,https://www.zillow.com/homedetails/289-Mason-Dr-Ephrata-PA-17522/9709431_zpid/,For sale by owner
272,,Ephrata,PA,17522,"$169,900 ","4 bds, 2.0 ba ,2532 sqft",Keller Williams Elite,https://www.zillow.com/homedetails/144-E-Main-St-Ephrata-PA-17522/9711794_zpid/,House for sale
273,,Ephrata,PA,17522,"$369,000 ","4 bds, 3.0 ba ,2437 sqft",RE/MAX Of Reading,https://www.zillow.com/homedetails/7-Copperwood-Ln-Ephrata-PA-17522/121381489_zpid/,House for sale
274,,Ephrata,PA,17522,"$359,700 ","4 bds, 3.0 ba ,2410 sqft",Kingsway Realty,https://www.zillow.com/homedetails/22-Copperwood-Ln-Ephrata-PA-17522/121381353_zpid/,House for sale
275,,Ephrata,PA,17522,"$119,900 ","3 bds, 1.0 ba ,1256 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/351-W-Main-St-Ephrata-PA-17522/9710163_zpid/,House for sale
276,,Ephrata,PA,17522,"$424,000 ","3 bds, 3.0 ba ,3012 sqft",Realty ONE Group Unlimited,https://www.zillow.com/homedetails/399-S-State-St-Ephrata-PA-17522/9711346_zpid/,House for sale
277,,Ephrata,PA,17522,"$175,000 ","4 bds, 2.0 ba ,1564 sqft",Iron Valley Real Estate of Lancaster,https://www.zillow.com/homedetails/348-W-Main-St-Ephrata-PA-17522/9710208_zpid/,House for sale
278,,Ephrata,PA,17522,"$415,000 ","4 bds, 4.0 ba ,3137 sqft",RE/MAX Of Reading,https://www.zillow.com/homedetails/2-Meadow-Dr-Ephrata-PA-17522/67579140_zpid/,House for sale
279,,Ephrata,PA,17522,"$389,000 ","5 bds, 4.0 ba ,2964 sqft",Hostetter Realty,https://www.zillow.com/homedetails/145-Ridge-Ave-Ephrata-PA-17522/67577696_zpid/,House for sale
280,,Ephrata,PA,17522,"$214,900 ","3 bds, 2.0 ba ,1248 sqft",RE/MAX Pinnacle,https://www.zillow.com/homedetails/433-Washington-Ave-Ephrata-PA-17522/9711425_zpid/,House for sale
281,,Ephrata,PA,17522,"$35,000 ","3 bds, 1.0 ba ,924 sqft",,https://www.zillow.com/homedetails/475-Wabash-Rd-LOT-15-Ephrata-PA-17522/58757430_zpid/,For sale by owner
282,,Ephrata,PA,17522,"$404,900 ","4 bds, 3.0 ba ,2468 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/62-S-View-Dr-Ephrata-PA-17522/306952351_zpid/,House for sale
283,,Ephrata,PA,17522,"$265,900 ","3 bds, 3.0 ba ,1507 sqft",Gateway Realty Inc.,https://www.zillow.com/homedetails/11-Coastal-Ave-6-Ephrata-PA-17522/2081755396_zpid/,New construction
284,,Ephrata,PA,17522,,"4 bds, 2.0 ba ,1976 sqft",Auction.com,https://www.zillow.com/homedetails/124-E-Walnut-St-Ephrata-PA-17522/9711755_zpid/,Auction
285,,Ephrata,PA,17522,"$229,800 ","3 bds, 1.0 ba ,1950 sqft",Kingsway Realty,https://www.zillow.com/homedetails/1522-W-Main-St-Ephrata-PA-17522/9708923_zpid/,House for sale
286,,Ephrata,PA,17522,"$500,000 ","3 bds, 4.0 ba ,4788 sqft",Kingsway Realty,https://www.zillow.com/homedetails/328-Declaration-Ave-Ephrata-PA-17522/104392073_zpid/,House for sale
287,,Ephrata,PA,17522,"$369,900 ","4 bds, 3.0 ba ,2400 sqft",Kingsway Realty,https://www.zillow.com/homedetails/831-Pleasantview-Dr-Ephrata-PA-17522/2081179065_zpid/,New construction
288,,Ephrata,PA,17522,"$98,850 ","None bds, None ba ,None sqft",Younger Realty Group,https://www.zillow.com/homedetails/332-Ridge-Ave-Ephrata-PA-17522/104389904_zpid/,Lot / Land for sale
289,,Ephrata,PA,17522,"$219,995 ","0 bds, None ba ,1538 sqft",Bennett Williams Inc.,https://www.zillow.com/homedetails/81-N-Church-St-Ephrata-PA-17522/9711207_zpid/,Apartment for sale
290,,Ephrata,PA,17522,"$159,900 ","None bds, None ba ,None sqft",Kingsway Realty,https://www.zillow.com/homedetails/87-87-Ridge-Ave-C-Ephrata-PA-17522/2078632295_zpid/,Lot / Land for sale
291,,Ephrata,PA,17522,"$476,800 ","2 bds, 2.0 ba ,3005 sqft",Landmark Homes,https://www.zillow.com/homedetails/410-Declaration-Ave-Ephrata-PA-17522/124188249_zpid/,New construction
292,,Ephrata,PA,17522,,"2 bds, 1.0 ba ,960 sqft",Auction.com,https://www.zillow.com/homedetails/217-E-Fulton-St-Ephrata-PA-17522/9709612_zpid/,Auction
293,,Ephrata,PA,17522,,"3 bds, 1.0 ba ,2088 sqft",Auction.com,https://www.zillow.com/homedetails/38-W-Main-St-Ephrata-PA-17522/83187637_zpid/,Auction
294,,Ephrata,PA,17522,"$371,000 ","2 bds, 2.0 ba ,2052 sqft",Landmark Homes,https://www.zillow.com/homedetails/369-Home-Towne-Blvd-Ephrata-PA-17522/2081761729_zpid/,New construction
295,,Ephrata,PA,17522,"$5,650,000 ","0 bds, None ba ,None sqft",Iron Valley Real Estate of Lancaster,https://www.zillow.com/homedetails/0-Trout-Run-Rd-Ephrata-PA-17522/2090529691_zpid/,Lot / Land for sale
296,,Ephrata,PA,17522,,"2 bds, None ba ,532 sqft",Auction.com,https://www.zillow.com/homedetails/233-Park-Ave-Ephrata-PA-17522/9710663_zpid/,Auction
297,,Ephrata,PA,17522,"$425,000 ","4 bds, 3.0 ba ,2568 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/106-Lake-View-Rd-38-Ephrata-PA-17522/2085419622_zpid/,New construction
298,,Ephrata,PA,17522,"$313,200+","2 bds, 2.0 ba ,1654 sqft",Landmark Homes,https://www.zillow.com/community/home-towne-square-55-living/2079851123_zpid/,New construction
299,,Ephrata,PA,17522,"$338,400+","2 bds, 2.0 ba ,1997 sqft",Landmark Homes,https://www.zillow.com/community/home-towne-square-55-living/2079851109_zpid/,New construction
300,,Ephrata,PA,17522,"$374,000 ","4 bds, 3.0 ba ,2568 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/108-Lake-View-Rd-39-Ephrata-PA-17522/2085419548_zpid/,New construction
301,,Ephrata,PA,17522,"$361,000+","3 bds, 3.0 ba ,2615 sqft",Landmark Homes,https://www.zillow.com/community/home-towne-square-55-living/2079851117_zpid/,New construction
302,,Ephrata,PA,17522,"$376,800+","4 bds, 3.0 ba ,3149 sqft",Landmark Homes,https://www.zillow.com/community/home-towne-square-55-living/2079851113_zpid/,New construction
303,,Ephrata,PA,17522,"$379,900 ","4 bds, 3.0 ba ,2571 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/57-Lake-View-Rd-8-Ephrata-PA-17522/2085427164_zpid/,New construction
304,,Ephrata,PA,17522,"$341,000+","2 bds, 2.0 ba ,1941 sqft",Landmark Homes,https://www.zillow.com/community/home-towne-square-55-living/2079851120_zpid/,New construction
305,,Ephrata,PA,17522,"$376,700+","3 bds, 3.0 ba ,2988 sqft",Landmark Homes,https://www.zillow.com/community/home-towne-square-55-living/2079851124_zpid/,New construction
306,,Ephrata,PA,17522,"$376,600+","3 bds, 3.0 ba ,3166 sqft",Landmark Homes,https://www.zillow.com/community/home-towne-square-55-living/2079851119_zpid/,New construction
307,,Gap,PA,17527,"$470,000 ","5 bds, 3.0 ba ,9411 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/6104-Old-Philadelphia-Pike-Gap-PA-17527/54246503_zpid/,House for sale
308,,Gap,PA,17527,"$389,900 ","4 bds, 3.0 ba ,1925 sqft",Hostetter Realty,https://www.zillow.com/homedetails/6186-Strasburg-Rd-Gap-PA-17527/178166173_zpid/,New construction
309,,Gap,PA,17527,"$549,000 ","3 bds, 1.0 ba ,11100 sqft",William Penn Real Estate Assoc,https://www.zillow.com/homedetails/107-Cambridge-Rd-Gap-PA-17527/2079111540_zpid/,House for sale
310,,Gap,PA,17527,,"3 bds, 2.0 ba ,2187 sqft",Auction.com,https://www.zillow.com/homedetails/851-Longview-Ln-Gap-PA-17527/54248206_zpid/,Auction
311,,Gap,PA,17527,"$244,999 ","0 bds, None ba ,None sqft",Realty ONE Group Unlimited,https://www.zillow.com/homedetails/0-Lincoln-Hwy-Gap-PA-17527/2109529170_zpid/,Lot / Land for sale
312,,Gap,PA,17527,"$1,250,000 ","None bds, None ba ,None sqft",U.S. Commercial Realty,https://www.zillow.com/homedetails/5325-Lincoln-Hwy-Gap-PA-17527/2089977777_zpid/,Lot / Land for sale
313,,Gap,PA,17527,"$995,000 ","None bds, None ba ,None sqft",Hostetter Realty,https://www.zillow.com/homedetails/5220-Lincoln-Hwy-Gap-PA-17527/2090940288_zpid/,Lot / Land for sale
314,,Gap,PA,17527,"$1,050,000 ","None bds, None ba ,None sqft",Hostetter Realty,https://www.zillow.com/homedetails/0-Martin-Dr-Gap-PA-17527/2091317844_zpid/,Lot / Land for sale
315,,Gap,PA,17527,,"3 bds, 2.0 ba ,1440 sqft",,https://www.zillow.com/homedetails/708-Lime-Quarry-Rd-Gap-PA-17527/54248592_zpid/,Pre-foreclosure / Auction
316,,Gap,PA,17527,,"4 bds, 2.0 ba ,1080 sqft",,https://www.zillow.com/homedetails/25-Mary-Dr-Gap-PA-17527/54245949_zpid/,Pre-foreclosure / Auction
317,,Gap,PA,17527,,"3 bds, 2.0 ba ,2358 sqft",,https://www.zillow.com/homedetails/442-Compass-Rd-Gap-PA-17527/54248055_zpid/,Pre-foreclosure / Auction
318,,Gordonville,PA,17529,"$489,900 ","4 bds, 3.0 ba ,2387 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/14-Buckingham-Ln-Gordonville-PA-17529/9748043_zpid/,House for sale
319,,Gordonville,PA,17529,"$475,000 ","14 bds, 14.0 ba ,4030 sqft",RE/MAX Professional Realty,https://www.zillow.com/homedetails/2939-Lincoln-Hwy-E-Gordonville-PA-17529/2078786676_zpid/,House for sale
320,,Gordonville,PA,17529,"$87,900 ","3 bds, 2.0 ba ,1539 sqft","Howard Hanna - Lancaster, PA",https://www.zillow.com/homedetails/7-Janis-Rd-Gordonville-PA-17529/124189517_zpid/,House for sale
321,,Gordonville,PA,17529,"$349,900 ","3 bds, 2.0 ba ,3028 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/1-Creekside-Ct-Gordonville-PA-17529/104368571_zpid/,House for sale
322,,Gordonville,PA,17529,"$355,999 ","3 bds, 2.0 ba ,2028 sqft",Hostetter Realty,https://www.zillow.com/homedetails/29-Pleasant-Rd-Gordonville-PA-17529/83188080_zpid/,House for sale
323,,Gordonville,PA,17529,,"4 bds, 2.0 ba ,2480 sqft",,https://www.zillow.com/homedetails/201-Maple-St-Gordonville-PA-17529/9747876_zpid/,Pre-foreclosure / Auction
324,,Holtwood,PA,17532,"$400,000 ","4 bds, 2.0 ba ,4248 sqft",Hostetter Realty,https://www.zillow.com/homedetails/166-Old-Holtwood-Rd-Holtwood-PA-17532/246003867_zpid/,Auction
325,,Holtwood,PA,17532,"$99,900 ","0 bds, None ba ,None sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/958-Truce-Rd-Holtwood-PA-17532/2078350823_zpid/,Lot / Land for sale
326,,Pequea,PA,17532,"$210,000 ","2 bds, 3.0 ba ,1456 sqft",,https://www.zillow.com/homedetails/861-Susquehannock-Dr-Pequea-PA-17532/9770655_zpid/,For sale by owner
327,,Pequea,PA,17532,"$89,900 ","3 bds, 1.0 ba ,1472 sqft",Investors Choice Real Estate,https://www.zillow.com/homedetails/693-Martic-Heights-Dr-Pequea-PA-17532/9770087_zpid/,House for sale
328,,Holtwood,PA,17532,"$47,000 ","0 bds, None ba ,None sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/0-Hilldale-Rd-LOT-3-Holtwood-PA-17532/2112178049_zpid/,Lot / Land for sale
329,,Kinzers,PA,17535,"$314,900 ","4 bds, 4.0 ba ,3208 sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/5311-Countryside-Dr-Kinzers-PA-17535/83188589_zpid/,House for sale
330,,Kinzers,PA,17535,"$64,900 ","None bds, None ba ,None sqft",Shepherd Real Estate LLC,https://www.zillow.com/homedetails/5223-Old-Strasburg-Rd-Kinzers-PA-17535/2080041420_zpid/,Lot / Land for sale
331,,Kinzers,PA,17535,"$575,000 ","0 bds, None ba ,9690 sqft",Barr Realty Inc.,https://www.zillow.com/homedetails/3572-Lincoln-Hwy-E-Kinzers-PA-17535/2081831866_zpid/,Apartment for sale
332,,Kirkwood,PA,17536,"$689,000 ","4 bds, 4.0 ba ,4888 sqft",RE/MAX Excellence,https://www.zillow.com/homedetails/65-Lakewood-Dr-Kirkwood-PA-17536/54221328_zpid/,House for sale
333,,Kirkwood,PA,17536,"$359,000 ","5 bds, 2.0 ba ,3310 sqft",Iron Valley Real Estate of Lancaster,https://www.zillow.com/homedetails/21-Fairmount-Rd-Kirkwood-PA-17536/9752394_zpid/,House for sale
334,,Kirkwood,PA,17536,"$529,900 ","4 bds, 4.0 ba ,4602 sqft",Realty ONE Group Unlimited,https://www.zillow.com/homedetails/44-Frederick-Way-Kirkwood-PA-17536/9689295_zpid/,House for sale
335,,Kirkwood,PA,17536,"$325,000 ","4 bds, 4.0 ba ,2092 sqft",,https://www.zillow.com/homedetails/698-King-Pen-Rd-Kirkwood-PA-17536/9752364_zpid/,For sale by owner
336,,Kirkwood,PA,17536,,"3 bds, 2.0 ba ,2464 sqft",Auction.com,https://www.zillow.com/homedetails/254-W-Shady-Rd-Kirkwood-PA-17536/9688839_zpid/,Auction
337,,Kirkwood,PA,17536,"$285,000 ","None bds, None ba ,None sqft",BHHS Fox & Roach-Jennersville,https://www.zillow.com/homedetails/21-Lakewood-Dr-Kirkwood-PA-17536/296643236_zpid/,Lot / Land for sale
338,,Kirkwood,PA,17536,"$359,000 ","3 bds, 2.0 ba ,1774 sqft",Beiler-Campbell Realtors-Oxford,https://www.zillow.com/homedetails/92-Railway-Dr-Kirkwood-PA-17536/104365380_zpid/,New construction
339,,Kirkwood,PA,17536,"$250,000 ","0 bds, None ba ,None sqft",Beiler-Campbell Realtors-Quarryville,https://www.zillow.com/homedetails/0-Cooper-Dr-Kirkwood-PA-17536/2091240460_zpid/,Auction
340,,Kirkwood,PA,17536,"$114,900 ","None bds, None ba ,None sqft",Berkshire Hathaway HomeServices Homesale Realty,https://www.zillow.com/homedetails/54-Long-Ln-Kirkwood-PA-17536/296643234_zpid/,Lot / Land for sale
341,,Kirkwood,PA,17536,"$115,500 ","None bds, None ba ,None sqft",,https://www.zillow.com/homedetails/Scotts-Rd-Kirkwood-PA-17536/104363692_zpid/,For sale by owner
342,,Landisville,PA,17538,"$421,735+","4 bds, 3.0 ba ,2880 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643179_zpid/,New construction
343,,Landisville,PA,17538,"$399,900+","4 bds, 3.0 ba ,2546 sqft",EGStoltzfus,https://www.zillow.com/community/landis-farm/2078792242_zpid/,New construction
344,,Landisville,PA,17538,"$398,900+","4 bds, 3.0 ba ,2381 sqft",EGStoltzfus,https://www.zillow.com/community/landis-farm/2078669169_zpid/,New construction
345,,Landisville,PA,17538,"$404,900+","3 bds, 2.0 ba ,2108 sqft",EGStoltzfus,https://www.zillow.com/community/landis-farm/2097775842_zpid/,New construction
346,,Landisville,PA,17538,"$412,900+","4 bds, 3.0 ba ,2655 sqft",EGStoltzfus,https://www.zillow.com/community/landis-farm/2078792241_zpid/,New construction
347,,Landisville,PA,17538,"$419,459+","3 bds, 2.0 ba ,1982 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643209_zpid/,New construction
348,,Landisville,PA,17538,"$459,564+","4 bds, 3.0 ba ,3405 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2081656667_zpid/,New construction
349,,Landisville,PA,17538,"$421,735+","3 bds, 2.0 ba ,1982 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643154_zpid/,New construction
350,,Landisville,PA,17538,"$452,565+","4 bds, 3.0 ba ,3405 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2081656669_zpid/,New construction
351,,Landisville,PA,17538,"$444,735+","4 bds, 3.0 ba ,2787 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643166_zpid/,New construction
352,,Landisville,PA,17538,"$460,965+","4 bds, 3.0 ba ,3405 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2081656670_zpid/,New construction
353,,Landisville,PA,17538,"$393,735+","3 bds, 2.0 ba ,1443 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643161_zpid/,New construction
354,,Landisville,PA,17538,"$411,900+","4 bds, 3.0 ba ,2480 sqft",EGStoltzfus,https://www.zillow.com/community/landis-farm/2097775839_zpid/,New construction
355,,Landisville,PA,17538,"$440,535+","4 bds, 3.0 ba ,3028 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082201406_zpid/,New construction
356,,Landisville,PA,17538,"$384,735+","3 bds, 2.0 ba ,1680 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643143_zpid/,New construction
357,,Landisville,PA,17538,"$394,900+","3 bds, 2.0 ba ,1855 sqft",EGStoltzfus,https://www.zillow.com/community/landis-farm/2097775843_zpid/,New construction
358,,Landisville,PA,17538,"$395,900+","3 bds, 2.0 ba ,1864 sqft",EGStoltzfus,https://www.zillow.com/community/landis-farm/2078669167_zpid/,New construction
359,,Landisville,PA,17538,"$402,900+","4 bds, 3.0 ba ,2624 sqft",EGStoltzfus,https://www.zillow.com/community/landis-farm/2097775838_zpid/,New construction
360,,Landisville,PA,17538,"$473,735+","4 bds, 3.0 ba ,3624 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643207_zpid/,New construction
361,,Landisville,PA,17538,"$414,734+","3 bds, 3.0 ba ,1809 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643184_zpid/,New construction
362,,Landisville,PA,17538,"$414,900+","5 bds, 4.0 ba ,2808 sqft",EGStoltzfus,https://www.zillow.com/community/landis-farm/2078792240_zpid/,New construction
363,,Landisville,PA,17538,"$391,900+","3 bds, 2.0 ba ,1829 sqft",EGStoltzfus,https://www.zillow.com/community/landis-farm/2088938290_zpid/,New construction
364,,Landisville,PA,17538,"$417,900+","4 bds, 3.0 ba ,2700 sqft",EGStoltzfus,https://www.zillow.com/community/landis-farm/2079472493_zpid/,New construction
365,,Landisville,PA,17538,"$468,734+","4 bds, 3.0 ba ,3616 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643195_zpid/,New construction
366,,Landisville,PA,17538,"$383,735+","3 bds, 2.0 ba ,1680 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643160_zpid/,New construction
367,,Landisville,PA,17538,"$509,000 ","4 bds, 3.0 ba ,2655 sqft","Weichert, Realtors- Welcome Home",https://www.zillow.com/homedetails/1412-Pennscott-Dr-Landisville-PA-17538/187317334_zpid/,House for sale
368,,Landisville,PA,17538,"$500,435+","4 bds, 4.0 ba ,4145 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643157_zpid/,New construction
369,,Landisville,PA,17538,"$459,734+","4 bds, 3.0 ba ,3599 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643216_zpid/,New construction
370,,Landisville,PA,17538,"$425,735+","4 bds, 3.0 ba ,2880 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643171_zpid/,New construction
371,,Landisville,PA,17538,,"4 bds, 2.0 ba ,1502 sqft",,https://www.zillow.com/homedetails/565-Westfield-Dr-Landisville-PA-17538/9721365_zpid/,Pre-foreclosure / Auction
372,,Landisville,PA,17538,"$446,735+","4 bds, 3.0 ba ,2787 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643167_zpid/,New construction
373,,Landisville,PA,17538,"$421,173+","4 bds, 3.0 ba ,2663 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643175_zpid/,New construction
374,,Landisville,PA,17538,"$410,735+","4 bds, 3.0 ba ,2227 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643198_zpid/,New construction
375,,Landisville,PA,17538,,"3 bds, 1.0 ba ,945 sqft",,https://www.zillow.com/homedetails/270-Lania-Dr-Landisville-PA-17538/9714983_zpid/,Pre-foreclosure / Auction
376,,Salunga,PA,17538,"$203,500 ","4 bds, 2.0 ba ,2206 sqft",,https://www.zillow.com/homedetails/45-W-Brandt-Blvd-Salunga-PA-17538/2078777402_zpid/,For sale by owner
377,,Salunga,PA,17538,"$143,000 ","1 bds, 1.0 ba ,1148 sqft",,https://www.zillow.com/homedetails/44-W-Brandt-Blvd-Salunga-PA-17538/2078777401_zpid/,For sale by owner
378,,Landisville,PA,17538,"$495,302+","4 bds, 4.0 ba ,4145 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643172_zpid/,New construction
379,,Landisville,PA,17538,"$395,734+","3 bds, 2.0 ba ,1443 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643163_zpid/,New construction
380,,Landisville,PA,17538,"$439,735+","4 bds, 3.0 ba ,3028 sqft",Keystone Custom Homes,https://www.zillow.com/community/hampton-heath/2082643145_zpid/,New construction
